move,skill,turn,color,match,piece_that_take,piece_taken,check,player
N3xd4,#5c8bb0,39,W,29,N,p,0,Hikaru Nakamura
exd4,=,39,B,29,p,N,0,Magnus Carlsen
Nxd4,=,40,W,29,N,p,0,Hikaru Nakamura
Rg2+,=,40,B,29,0,0,1,Magnus Carlsen
Kf3,=,41,W,29,0,0,0,Hikaru Nakamura
c2,=,41,B,29,0,0,0,Magnus Carlsen
Qa1,=,42,W,29,0,0,0,Hikaru Nakamura
Rd2,#e6912c,42,B,29,0,0,0,Magnus Carlsen
Nxc2,#ee6b55,43,W,29,N,p,0,Hikaru Nakamura
Rxc2,#ee6b55,43,B,29,R,N,0,Magnus Carlsen
Qxf6+,=,44,W,29,Q,p,1,Hikaru Nakamura
Kh7,=,44,B,29,0,0,0,Magnus Carlsen
Qxg5,=,45,W,29,Q,p,0,Hikaru Nakamura
Kh8,=,45,B,29,0,0,0,Magnus Carlsen
Qe5+,=,46,W,29,0,0,1,Hikaru Nakamura
e4,=,1,W,30,0,0,0,Magnus Carlsen
g6,=,1,B,30,0,0,0,Hikaru Nakamura
Nf3,=,2,W,30,0,0,0,Magnus Carlsen
Bg7,=,2,B,30,0,0,0,Hikaru Nakamura
d4,=,3,W,30,0,0,0,Magnus Carlsen
d6,=,3,B,30,0,0,0,Hikaru Nakamura
Bd3,=,4,W,30,0,0,0,Magnus Carlsen
Nf6,=,4,B,30,0,0,0,Hikaru Nakamura
O-O,=,5,W,30,0,0,0,Magnus Carlsen
O-O,=,5,B,30,0,0,0,Hikaru Nakamura
Re1,=,6,W,30,0,0,0,Magnus Carlsen
Nc6,=,6,B,30,0,0,0,Hikaru Nakamura
c3,=,7,W,30,0,0,0,Magnus Carlsen
e5,=,7,B,30,0,0,0,Hikaru Nakamura
h3,=,8,W,30,0,0,0,Magnus Carlsen
Re8,=,8,B,30,0,0,0,Hikaru Nakamura
Nbd2,=,9,W,30,0,0,0,Magnus Carlsen
a6,=,9,B,30,0,0,0,Hikaru Nakamura
Nf1,=,10,W,30,0,0,0,Magnus Carlsen
b6,=,10,B,30,0,0,0,Hikaru Nakamura
Ng3,=,11,W,30,0,0,0,Magnus Carlsen
Bb7,=,11,B,30,0,0,0,Hikaru Nakamura
Be3,#e6912c,12,W,30,0,0,0,Magnus Carlsen
h6,#ee6b55,12,B,30,0,0,0,Hikaru Nakamura
Qd2,=,13,W,30,0,0,0,Magnus Carlsen
Kh7,=,13,B,30,0,0,0,Hikaru Nakamura
d5,=,14,W,30,0,0,0,Magnus Carlsen
Nb8,=,14,B,30,0,0,0,Hikaru Nakamura
c4,=,15,W,30,0,0,0,Magnus Carlsen
Nbd7,=,15,B,30,0,0,0,Hikaru Nakamura
b4,=,16,W,30,0,0,0,Magnus Carlsen
a5,=,16,B,30,0,0,0,Hikaru Nakamura
a3,=,17,W,30,0,0,0,Magnus Carlsen
axb4,=,17,B,30,p,p,0,Hikaru Nakamura
axb4,=,18,W,30,p,p,0,Magnus Carlsen
c5,=,18,B,30,0,0,0,Hikaru Nakamura
dxc6,=,19,W,30,p,N,0,Magnus Carlsen
Bxc6,=,19,B,30,B,p,0,Hikaru Nakamura
Bf1,#e6912c,20,W,30,0,0,0,Magnus Carlsen
Qc7,=,20,B,30,0,0,0,Hikaru Nakamura
Rxa8,=,21,W,30,R,R,0,Magnus Carlsen
Rxa8,=,21,B,30,R,R,0,Hikaru Nakamura
Rd1,=,22,W,30,0,0,0,Magnus Carlsen
Bf8,=,22,B,30,0,0,0,Hikaru Nakamura
Qc2,=,23,W,30,0,0,0,Magnus Carlsen
Ba4,=,23,B,30,0,0,0,Hikaru Nakamura
Qa2,#5c8bb0,24,W,30,0,0,0,Magnus Carlsen
Bc6,=,24,B,30,0,0,0,Hikaru Nakamura
Qb1,=,25,W,30,0,0,0,Magnus Carlsen
Ra4,#e6912c,25,B,30,0,0,0,Hikaru Nakamura
Bd3,=,26,W,30,0,0,0,Magnus Carlsen
Qc8,#e6912c,26,B,30,0,0,0,Hikaru Nakamura
Ne2,#ee6b55,27,W,30,0,0,0,Magnus Carlsen
Qa8,=,27,B,30,0,0,0,Hikaru Nakamura
Nc3,=,28,W,30,0,0,0,Magnus Carlsen
Ra3,=,28,B,30,0,0,0,Hikaru Nakamura
Nd5,#e6912c,29,W,30,0,0,0,Magnus Carlsen
Nxd5,=,29,B,30,N,N,0,Hikaru Nakamura
cxd5,=,30,W,30,p,N,0,Magnus Carlsen
Ba4,=,30,B,30,0,0,0,Hikaru Nakamura
Rc1,=,31,W,30,0,0,0,Magnus Carlsen
Rb3,#5c8bb0,31,B,30,0,0,0,Hikaru Nakamura
Qc2,#5c8bb0,32,W,30,0,0,0,Magnus Carlsen
Rxb4,=,32,B,30,R,p,0,Hikaru Nakamura
Qc7,=,33,W,30,0,0,0,Magnus Carlsen
Kg8,#e6912c,33,B,30,0,0,0,Hikaru Nakamura
Ra1,#ee6b55,34,W,30,0,0,0,Magnus Carlsen
b5,#b33430,34,B,30,0,0,0,Hikaru Nakamura
Kh2,#ee6b55,35,W,30,0,0,0,Magnus Carlsen
Qb8,#e6912c,35,B,30,0,0,0,Hikaru Nakamura
Qxd7,=,36,W,30,Q,N,0,Magnus Carlsen
Rb3,=,36,B,30,0,0,0,Hikaru Nakamura
Bf1,=,37,W,30,0,0,0,Magnus Carlsen
Rc3,=,37,B,30,0,0,0,Hikaru Nakamura
Rc1,=,38,W,30,0,0,0,Magnus Carlsen
Rxc1,=,38,B,30,R,R,0,Hikaru Nakamura
Bxc1,=,39,W,30,B,R,0,Magnus Carlsen
Bc2,=,39,B,30,0,0,0,Hikaru Nakamura
Nd2,=,40,W,30,0,0,0,Magnus Carlsen
b4,=,40,B,30,0,0,0,Hikaru Nakamura
Qc6,=,41,W,30,0,0,0,Magnus Carlsen
Qa7,=,41,B,30,0,0,0,Hikaru Nakamura
Qxc2,=,42,W,30,Q,B,0,Magnus Carlsen
Qxf2,=,42,B,30,Q,p,0,Hikaru Nakamura
Qd1,=,43,W,30,0,0,0,Magnus Carlsen
h5,=,43,B,30,0,0,0,Hikaru Nakamura
Nc4,=,44,W,30,0,0,0,Magnus Carlsen
h4,=,44,B,30,0,0,0,Hikaru Nakamura
Be3,=,45,W,30,0,0,0,Magnus Carlsen
Qg3+,=,45,B,30,0,0,1,Hikaru Nakamura
Kg1,=,46,W,30,0,0,0,Magnus Carlsen
f5,=,46,B,30,0,0,0,Hikaru Nakamura
Qf3,=,47,W,30,0,0,0,Magnus Carlsen
f4,=,47,B,30,0,0,0,Hikaru Nakamura
Bf2,=,48,W,30,0,0,0,Magnus Carlsen
e4,=,1,W,31,0,0,0,Hikaru Nakamura
c6,=,1,B,31,0,0,0,Magnus Carlsen
Nc3,=,2,W,31,0,0,0,Hikaru Nakamura
d5,=,2,B,31,0,0,0,Magnus Carlsen
Nf3,=,3,W,31,0,0,0,Hikaru Nakamura
a6,=,3,B,31,0,0,0,Magnus Carlsen
d4,=,4,W,31,0,0,0,Hikaru Nakamura
Bg4,=,4,B,31,0,0,0,Magnus Carlsen
Bd3,=,5,W,31,0,0,0,Hikaru Nakamura
e6,=,5,B,31,0,0,0,Magnus Carlsen
h3,=,6,W,31,0,0,0,Hikaru Nakamura
Bh5,=,6,B,31,0,0,0,Magnus Carlsen
Qe2,=,7,W,31,0,0,0,Hikaru Nakamura
Nf6,=,7,B,31,0,0,0,Magnus Carlsen
e5,=,8,W,31,0,0,0,Hikaru Nakamura
Nfd7,=,8,B,31,0,0,0,Magnus Carlsen
g4,=,9,W,31,0,0,0,Hikaru Nakamura
Bg6,=,9,B,31,0,0,0,Magnus Carlsen
Bxg6,=,10,W,31,B,B,0,Hikaru Nakamura
hxg6,=,10,B,31,p,B,0,Magnus Carlsen
Nd1,=,11,W,31,0,0,0,Hikaru Nakamura
c5,=,11,B,31,0,0,0,Magnus Carlsen
c3,=,12,W,31,0,0,0,Hikaru Nakamura
Nc6,=,12,B,31,0,0,0,Magnus Carlsen
Be3,=,13,W,31,0,0,0,Hikaru Nakamura
Rc8,=,13,B,31,0,0,0,Magnus Carlsen
Kf1,=,14,W,31,0,0,0,Hikaru Nakamura
Qb6,=,14,B,31,0,0,0,Magnus Carlsen
Kg2,=,15,W,31,0,0,0,Hikaru Nakamura
Be7,=,15,B,31,0,0,0,Magnus Carlsen
a3,=,16,W,31,0,0,0,Hikaru Nakamura
Qb5,=,16,B,31,0,0,0,Magnus Carlsen
Qd2,#e6912c,17,W,31,0,0,0,Hikaru Nakamura
Nb6,#ee6b55,17,B,31,0,0,0,Magnus Carlsen
Rb1,#ee6b55,18,W,31,0,0,0,Hikaru Nakamura
Nc4,=,18,B,31,0,0,0,Magnus Carlsen
Qc1,=,19,W,31,0,0,0,Hikaru Nakamura
cxd4,=,19,B,31,p,p,0,Magnus Carlsen
cxd4,=,20,W,31,p,p,0,Hikaru Nakamura
Kd7,=,20,B,31,0,0,0,Magnus Carlsen
a4,#b33430,21,W,31,0,0,0,Hikaru Nakamura
Qb3,#ee6b55,21,B,31,0,0,0,Magnus Carlsen
Qc3,#e6912c,22,W,31,0,0,0,Hikaru Nakamura
Qxc3,#ee6b55,22,B,31,Q,Q,0,Magnus Carlsen
bxc3,=,23,W,31,p,Q,0,Hikaru Nakamura
Rc7,=,23,B,31,0,0,0,Magnus Carlsen
Bg5,=,24,W,31,0,0,0,Hikaru Nakamura
b6,#e6912c,24,B,31,0,0,0,Magnus Carlsen
Bxe7,=,25,W,31,B,B,0,Hikaru Nakamura
Kxe7,=,25,B,31,K,B,0,Magnus Carlsen
Ne3,=,26,W,31,0,0,0,Hikaru Nakamura
N6a5,=,26,B,31,0,0,0,Magnus Carlsen
Rhc1,=,27,W,31,0,0,0,Hikaru Nakamura
Rhc8,=,27,B,31,0,0,0,Magnus Carlsen
Nd1,=,28,W,31,0,0,0,Hikaru Nakamura
f6,=,28,B,31,0,0,0,Magnus Carlsen
exf6+,=,29,W,31,p,p,1,Hikaru Nakamura
gxf6,=,29,B,31,p,p,0,Magnus Carlsen
Ne1,#e6912c,30,W,31,0,0,0,Hikaru Nakamura
e5,=,30,B,31,0,0,0,Magnus Carlsen
Nd3,=,31,W,31,0,0,0,Hikaru Nakamura
Nd2,#b33430,31,B,31,0,0,0,Magnus Carlsen
Rb2,#ee6b55,32,W,31,0,0,0,Hikaru Nakamura
Nab3,=,32,B,31,0,0,0,Magnus Carlsen
dxe5,#b33430,33,W,31,p,p,0,Hikaru Nakamura
Nxc1,=,33,B,31,N,R,0,Magnus Carlsen
exf6+,=,34,W,31,p,p,1,Hikaru Nakamura
Kxf6,=,34,B,31,K,p,0,Magnus Carlsen
Nxc1,=,35,W,31,N,N,0,Hikaru Nakamura
Nc4,=,35,B,31,0,0,0,Magnus Carlsen
Rc2,=,36,W,31,0,0,0,Hikaru Nakamura
d4,=,36,B,31,0,0,0,Magnus Carlsen
Kg3,=,37,W,31,0,0,0,Hikaru Nakamura
Na5,=,37,B,31,0,0,0,Magnus Carlsen
Nd3,=,38,W,31,0,0,0,Hikaru Nakamura
dxc3,=,38,B,31,p,p,0,Magnus Carlsen
Nb4,=,39,W,31,0,0,0,Hikaru Nakamura
Rd7,=,39,B,31,0,0,0,Magnus Carlsen
Nxc3,=,40,W,31,N,p,0,Hikaru Nakamura
Kg7,=,40,B,31,0,0,0,Magnus Carlsen
f3,=,41,W,31,0,0,0,Hikaru Nakamura
Rdc7,#e6912c,41,B,31,0,0,0,Magnus Carlsen
Nbd5,=,42,W,31,0,0,0,Hikaru Nakamura
Rc5,=,42,B,31,0,0,0,Magnus Carlsen
Rb2,=,43,W,31,0,0,0,Hikaru Nakamura
Nc4,#e6912c,43,B,31,0,0,0,Magnus Carlsen
Rb4,#ee6b55,44,W,31,0,0,0,Hikaru Nakamura
a5,=,44,B,31,0,0,0,Magnus Carlsen
Rb1,=,45,W,31,0,0,0,Hikaru Nakamura
Ne5,#e6912c,45,B,31,0,0,0,Magnus Carlsen
Rxb6,=,46,W,31,R,p,0,Hikaru Nakamura
Rxc3,=,46,B,31,R,N,0,Magnus Carlsen
Nxc3,=,47,W,31,N,R,0,Hikaru Nakamura
Rxc3,=,47,B,31,R,N,0,Magnus Carlsen
Kf4,=,48,W,31,0,0,0,Hikaru Nakamura
Nxf3,=,48,B,31,N,p,0,Magnus Carlsen
g5,#e6912c,49,W,31,0,0,0,Hikaru Nakamura
Nh4,#5c8bb0,49,B,31,0,0,0,Magnus Carlsen
Rb7+,=,50,W,31,0,0,1,Hikaru Nakamura
Kf8,=,50,B,31,0,0,0,Magnus Carlsen
Rh7,=,51,W,31,0,0,0,Hikaru Nakamura
Nf5,=,51,B,31,0,0,0,Magnus Carlsen
Ke5,=,52,W,31,0,0,0,Hikaru Nakamura
Ne7,=,52,B,31,0,0,0,Magnus Carlsen
Kf6,=,53,W,31,0,0,0,Hikaru Nakamura
Rf3+,=,53,B,31,0,0,1,Magnus Carlsen
Ke6,=,54,W,31,0,0,0,Hikaru Nakamura
Re3+,=,54,B,31,0,0,1,Magnus Carlsen
Kf6,=,55,W,31,0,0,0,Hikaru Nakamura
Ke8,=,55,B,31,0,0,0,Magnus Carlsen
Rh8+,=,56,W,31,0,0,1,Hikaru Nakamura
Kd7,=,56,B,31,0,0,0,Magnus Carlsen
Ra8,=,57,W,31,0,0,0,Hikaru Nakamura
Rf3+,#e6912c,57,B,31,0,0,1,Magnus Carlsen
Kg7,#5c8bb0,58,W,31,0,0,0,Hikaru Nakamura
Rf5,=,58,B,31,0,0,0,Magnus Carlsen
Ra7+,#5c8bb0,59,W,31,0,0,1,Hikaru Nakamura
Ke6,=,59,B,31,0,0,0,Magnus Carlsen
Ra6+,#5c8bb0,60,W,31,0,0,1,Hikaru Nakamura
Ke5,=,60,B,31,0,0,0,Magnus Carlsen
h4,#e6912c,61,W,31,0,0,0,Hikaru Nakamura
Nd5,#b33430,61,B,31,0,0,0,Magnus Carlsen
Rxa5,=,62,W,31,R,p,0,Hikaru Nakamura
Rf4,=,62,B,31,0,0,0,Magnus Carlsen
Kxg6,=,63,W,31,K,p,0,Hikaru Nakamura
Rxh4,=,63,B,31,R,p,0,Magnus Carlsen
Kg7,=,64,W,31,0,0,0,Hikaru Nakamura
Rd4,=,64,B,31,0,0,0,Magnus Carlsen
g6,=,65,W,31,0,0,0,Hikaru Nakamura
Rc4,=,65,B,31,0,0,0,Magnus Carlsen
Ra6,=,66,W,31,0,0,0,Hikaru Nakamura
Rc7+,=,66,B,31,0,0,1,Magnus Carlsen
Kh6,=,67,W,31,0,0,0,Hikaru Nakamura
Nf4,#e6912c,67,B,31,0,0,0,Magnus Carlsen
g7,#5c8bb0,68,W,31,0,0,0,Hikaru Nakamura
Rc8,=,68,B,31,0,0,0,Magnus Carlsen
Ra5+,#e6912c,69,W,31,0,0,1,Hikaru Nakamura
e4,=,1,W,32,0,0,0,Magnus Carlsen
g6,=,1,B,32,0,0,0,Hikaru Nakamura
Nf3,=,2,W,32,0,0,0,Magnus Carlsen
Bg7,=,2,B,32,0,0,0,Hikaru Nakamura
d4,=,3,W,32,0,0,0,Magnus Carlsen
d6,=,3,B,32,0,0,0,Hikaru Nakamura
Bd3,=,4,W,32,0,0,0,Magnus Carlsen
Nf6,=,4,B,32,0,0,0,Hikaru Nakamura
O-O,=,5,W,32,0,0,0,Magnus Carlsen
O-O,=,5,B,32,0,0,0,Hikaru Nakamura
h3,=,6,W,32,0,0,0,Magnus Carlsen
Nc6,=,6,B,32,0,0,0,Hikaru Nakamura
c3,=,7,W,32,0,0,0,Magnus Carlsen
e5,=,7,B,32,0,0,0,Hikaru Nakamura
Re1,=,8,W,32,0,0,0,Magnus Carlsen
Re8,=,8,B,32,0,0,0,Hikaru Nakamura
Nbd2,=,9,W,32,0,0,0,Magnus Carlsen
b6,=,9,B,32,0,0,0,Hikaru Nakamura
Nf1,=,10,W,32,0,0,0,Magnus Carlsen
Bb7,=,10,B,32,0,0,0,Hikaru Nakamura
Ng3,=,11,W,32,0,0,0,Magnus Carlsen
a6,=,11,B,32,0,0,0,Hikaru Nakamura
Be3,=,12,W,32,0,0,0,Magnus Carlsen
h6,#e6912c,12,B,32,0,0,0,Hikaru Nakamura
Qd2,=,13,W,32,0,0,0,Magnus Carlsen
Kh7,=,13,B,32,0,0,0,Hikaru Nakamura
d5,=,14,W,32,0,0,0,Magnus Carlsen
Nb8,=,14,B,32,0,0,0,Hikaru Nakamura
c4,=,15,W,32,0,0,0,Magnus Carlsen
Nbd7,=,15,B,32,0,0,0,Hikaru Nakamura
b4,=,16,W,32,0,0,0,Magnus Carlsen
a5,=,16,B,32,0,0,0,Hikaru Nakamura
a3,=,17,W,32,0,0,0,Magnus Carlsen
axb4,=,17,B,32,p,p,0,Hikaru Nakamura
axb4,=,18,W,32,p,p,0,Magnus Carlsen
c5,=,18,B,32,0,0,0,Hikaru Nakamura
bxc5,=,19,W,32,p,p,0,Magnus Carlsen
bxc5,=,19,B,32,p,p,0,Hikaru Nakamura
Qc2,=,20,W,32,0,0,0,Magnus Carlsen
Qc7,=,20,B,32,0,0,0,Hikaru Nakamura
Kh2,=,21,W,32,0,0,0,Magnus Carlsen
Rxa1,=,21,B,32,R,R,0,Hikaru Nakamura
Rxa1,=,22,W,32,R,R,0,Magnus Carlsen
Ra8,=,22,B,32,0,0,0,Hikaru Nakamura
Rxa8,=,23,W,32,R,R,0,Magnus Carlsen
Bxa8,=,23,B,32,B,R,0,Hikaru Nakamura
Qa4,=,24,W,32,0,0,0,Magnus Carlsen
Bb7,=,24,B,32,0,0,0,Hikaru Nakamura
Bd2,=,25,W,32,0,0,0,Magnus Carlsen
Nb6,=,25,B,32,0,0,0,Hikaru Nakamura
Qa7,=,26,W,32,0,0,0,Magnus Carlsen
Nc8,=,26,B,32,0,0,0,Hikaru Nakamura
Qa4,=,27,W,32,0,0,0,Magnus Carlsen
Qd7,=,27,B,32,0,0,0,Hikaru Nakamura
Qa5,=,28,W,32,0,0,0,Magnus Carlsen
Bf8,=,28,B,32,0,0,0,Hikaru Nakamura
Bc3,=,29,W,32,0,0,0,Magnus Carlsen
Be7,=,29,B,32,0,0,0,Hikaru Nakamura
Nd2,=,30,W,32,0,0,0,Magnus Carlsen
Bd8,=,30,B,32,0,0,0,Hikaru Nakamura
Qa1,=,31,W,32,0,0,0,Magnus Carlsen
Nb6,=,31,B,32,0,0,0,Hikaru Nakamura
Bc2,=,32,W,32,0,0,0,Magnus Carlsen
Qc8,=,32,B,32,0,0,0,Hikaru Nakamura
f4,=,33,W,32,0,0,0,Magnus Carlsen
exf4,=,33,B,32,p,p,0,Hikaru Nakamura
Bxf6,=,34,W,32,B,N,0,Magnus Carlsen
fxg3+,=,34,B,32,p,N,1,Hikaru Nakamura
Kxg3,=,35,W,32,K,p,0,Magnus Carlsen
Nd7,=,35,B,32,0,0,0,Hikaru Nakamura
Bxd8,=,36,W,32,B,B,0,Magnus Carlsen
Qxd8,=,36,B,32,Q,B,0,Hikaru Nakamura
Nf3,#5c8bb0,37,W,32,0,0,0,Magnus Carlsen
Qe7,=,37,B,32,0,0,0,Hikaru Nakamura
Qa7,=,38,W,32,0,0,0,Magnus Carlsen
Ne5,=,38,B,32,0,0,0,Hikaru Nakamura
Kf2,=,39,W,32,0,0,0,Magnus Carlsen
Nxc4,=,39,B,32,N,p,0,Hikaru Nakamura
Bd3,=,40,W,32,0,0,0,Magnus Carlsen
Nb2,=,40,B,32,0,0,0,Hikaru Nakamura
Ba6,=,41,W,32,0,0,0,Magnus Carlsen
Nd1+,#5c8bb0,41,B,32,0,0,1,Hikaru Nakamura
Kg1,=,42,W,32,0,0,0,Magnus Carlsen
Qxe4,#1baca6,42,B,32,Q,p,0,Hikaru Nakamura
Qxb7,=,43,W,32,Q,B,0,Magnus Carlsen
Qe3+,#5c8bb0,43,B,32,0,0,1,Hikaru Nakamura
Kh2,=,44,W,32,0,0,0,Magnus Carlsen
Qf4+,=,44,B,32,0,0,1,Hikaru Nakamura
Kh1,#ee6b55,45,W,32,0,0,0,Magnus Carlsen
Nf2+,#5c8bb0,45,B,32,0,0,1,Hikaru Nakamura
Kg1,=,46,W,32,0,0,0,Magnus Carlsen
Nxh3+,=,46,B,32,N,p,1,Hikaru Nakamura
gxh3,=,47,W,32,p,N,0,Magnus Carlsen
Qg3+,=,47,B,32,0,0,1,Hikaru Nakamura
Kf1,=,48,W,32,0,0,0,Magnus Carlsen
Qxf3+,=,48,B,32,Q,N,1,Hikaru Nakamura
Ke1,=,49,W,32,0,0,0,Magnus Carlsen
Qe3+,=,49,B,32,0,0,1,Hikaru Nakamura
Be2,=,50,W,32,0,0,0,Magnus Carlsen
Qc1+,=,50,B,32,0,0,1,Hikaru Nakamura
Kf2,=,51,W,32,0,0,0,Magnus Carlsen
Qf4+,=,51,B,32,0,0,1,Hikaru Nakamura
Ke1,=,52,W,32,0,0,0,Magnus Carlsen
Qc1+,=,52,B,32,0,0,1,Hikaru Nakamura
Kf2,=,53,W,32,0,0,0,Magnus Carlsen
Qf4+,=,53,B,32,0,0,1,Hikaru Nakamura
Ke1,=,54,W,32,0,0,0,Magnus Carlsen
c4,#e6912c,54,B,32,0,0,0,Hikaru Nakamura
Qb6,#ee6b55,55,W,32,0,0,0,Magnus Carlsen
c3,#5c8bb0,55,B,32,0,0,0,Hikaru Nakamura
Qc6,=,56,W,32,0,0,0,Magnus Carlsen
Qd2+,=,56,B,32,0,0,1,Hikaru Nakamura
Kf2,=,57,W,32,0,0,0,Magnus Carlsen
c2,=,57,B,32,0,0,0,Hikaru Nakamura
Qc7,=,58,W,32,0,0,0,Magnus Carlsen
Qf4+,=,58,B,32,0,0,1,Hikaru Nakamura
