move,skill,turn,color,match,piece_that_take,piece_taken,check,player
Nf3,=,3,W,6,0,0,0,Magnus Carlsen
Bg7,=,3,B,6,0,0,0,Hikaru Nakamura
Bc4,=,4,W,6,0,0,0,Magnus Carlsen
Nf6,=,4,B,6,0,0,0,Hikaru Nakamura
Qe2,=,5,W,6,0,0,0,Magnus Carlsen
c6,=,5,B,6,0,0,0,Hikaru Nakamura
Bb3,=,6,W,6,0,0,0,Magnus Carlsen
a5,=,6,B,6,0,0,0,Hikaru Nakamura
a4,=,7,W,6,0,0,0,Magnus Carlsen
O-O,=,7,B,6,0,0,0,Hikaru Nakamura
h3,=,8,W,6,0,0,0,Magnus Carlsen
e5,=,8,B,6,0,0,0,Hikaru Nakamura
dxe5,=,9,W,6,p,p,0,Magnus Carlsen
dxe5,=,9,B,6,p,p,0,Hikaru Nakamura
O-O,=,10,W,6,0,0,0,Magnus Carlsen
Qe7,=,10,B,6,0,0,0,Hikaru Nakamura
Na3,=,11,W,6,0,0,0,Magnus Carlsen
Be6,#e6912c,11,B,6,0,0,0,Hikaru Nakamura
Bxe6,=,12,W,6,B,B,0,Magnus Carlsen
Qxe6,=,12,B,6,Q,B,0,Hikaru Nakamura
Re1,=,13,W,6,0,0,0,Magnus Carlsen
Nbd7,=,13,B,6,0,0,0,Hikaru Nakamura
Qc4,=,14,W,6,0,0,0,Magnus Carlsen
Rfe8,=,14,B,6,0,0,0,Hikaru Nakamura
Be3,#e6912c,15,W,6,0,0,0,Magnus Carlsen
Qxc4,#5c8bb0,15,B,6,Q,Q,0,Hikaru Nakamura
Nxc4,=,16,W,6,N,Q,0,Magnus Carlsen
Nxe4,=,16,B,6,N,p,0,Hikaru Nakamura
Rad1,=,17,W,6,0,0,0,Magnus Carlsen
Ndc5,=,17,B,6,0,0,0,Hikaru Nakamura
Nb6,=,18,W,6,0,0,0,Magnus Carlsen
Ra6,=,18,B,6,0,0,0,Hikaru Nakamura
Nd7,#ee6b55,19,W,6,0,0,0,Magnus Carlsen
Nxa4,=,19,B,6,N,p,0,Hikaru Nakamura
Bc1,=,20,W,6,0,0,0,Magnus Carlsen
Nac5,=,20,B,6,0,0,0,Hikaru Nakamura
Nfxe5,=,21,W,6,N,p,0,Magnus Carlsen
Bxe5,=,21,B,6,B,N,0,Hikaru Nakamura
Nxe5,=,22,W,6,N,B,0,Magnus Carlsen
Rxe5,=,22,B,6,R,N,0,Hikaru Nakamura
Rd8+,=,23,W,6,0,0,1,Magnus Carlsen
Kg7,=,23,B,6,0,0,0,Hikaru Nakamura
f3,=,24,W,6,0,0,0,Magnus Carlsen
Rd5,=,24,B,6,0,0,0,Hikaru Nakamura
Rxd5,=,25,W,6,R,R,0,Magnus Carlsen
cxd5,=,25,B,6,p,R,0,Hikaru Nakamura
Be3,=,26,W,6,0,0,0,Magnus Carlsen
Rc6,=,26,B,6,0,0,0,Hikaru Nakamura
Bd4+,=,27,W,6,0,0,1,Magnus Carlsen
f6,=,27,B,6,0,0,0,Hikaru Nakamura
fxe4,=,28,W,6,p,N,0,Magnus Carlsen
dxe4,=,28,B,6,p,p,0,Hikaru Nakamura
Bxc5,=,29,W,6,B,N,0,Magnus Carlsen
Rxc5,=,29,B,6,R,B,0,Hikaru Nakamura
Rxe4,=,30,W,6,R,p,0,Magnus Carlsen
Kf7,=,30,B,6,0,0,0,Hikaru Nakamura
b4,=,31,W,6,0,0,0,Magnus Carlsen
axb4,#5c8bb0,31,B,6,p,p,0,Hikaru Nakamura
Rxb4,=,32,W,6,R,p,0,Magnus Carlsen
b5,=,32,B,6,0,0,0,Hikaru Nakamura
Rb2,=,33,W,6,0,0,0,Magnus Carlsen
Ke6,=,33,B,6,0,0,0,Hikaru Nakamura
Ra2,=,34,W,6,0,0,0,Magnus Carlsen
Kd5,=,34,B,6,0,0,0,Hikaru Nakamura
Kf2,=,35,W,6,0,0,0,Magnus Carlsen
Kc4,=,35,B,6,0,0,0,Hikaru Nakamura
Ra3,=,36,W,6,0,0,0,Magnus Carlsen
Kb4,=,36,B,6,0,0,0,Hikaru Nakamura
Rb3+,=,37,W,6,0,0,1,Magnus Carlsen
Ka4,=,37,B,6,0,0,0,Hikaru Nakamura
Rb2,=,38,W,6,0,0,0,Magnus Carlsen
b4,=,38,B,6,0,0,0,Hikaru Nakamura
Ra2+,=,39,W,6,0,0,1,Magnus Carlsen
Kb5,=,39,B,6,0,0,0,Hikaru Nakamura
Ke3,=,40,W,6,0,0,0,Magnus Carlsen
Rc3+,=,40,B,6,0,0,1,Hikaru Nakamura
Kd4,=,41,W,6,0,0,0,Magnus Carlsen
Rg3,=,41,B,6,0,0,0,Hikaru Nakamura
Rb2,=,42,W,6,0,0,0,Magnus Carlsen
f5,=,42,B,6,0,0,0,Hikaru Nakamura
c4+,=,43,W,6,0,0,1,Magnus Carlsen
Ka4,=,43,B,6,0,0,0,Hikaru Nakamura
c5,=,44,W,6,0,0,0,Magnus Carlsen
Ka3,=,44,B,6,0,0,0,Hikaru Nakamura
Re2,=,45,W,6,0,0,0,Magnus Carlsen
b3,=,45,B,6,0,0,0,Hikaru Nakamura
c6,=,46,W,6,0,0,0,Magnus Carlsen
b2,#5c8bb0,46,B,6,0,0,0,Hikaru Nakamura
c7,=,47,W,6,0,0,0,Magnus Carlsen
b1=Q,=,47,B,6,0,0,0,Hikaru Nakamura
c8=Q,=,48,W,6,0,0,0,Magnus Carlsen
Qd3+,=,48,B,6,0,0,1,Hikaru Nakamura
Ke5,=,49,W,6,0,0,0,Magnus Carlsen
Qxe2+,=,49,B,6,Q,R,1,Hikaru Nakamura
Kf6,=,50,W,6,0,0,0,Magnus Carlsen
Qb2+,=,50,B,6,0,0,1,Hikaru Nakamura
Kf7,=,51,W,6,0,0,0,Magnus Carlsen
Qb3+,=,51,B,6,0,0,1,Hikaru Nakamura
Kg7,=,52,W,6,0,0,0,Magnus Carlsen
Rc3,=,52,B,6,0,0,0,Hikaru Nakamura
Qa8+,=,53,W,6,0,0,1,Magnus Carlsen
Kb2,=,53,B,6,0,0,0,Hikaru Nakamura
e4,=,1,W,7,0,0,0,Hikaru Nakamura
Nf6,=,1,B,7,0,0,0,Magnus Carlsen
Nc3,=,2,W,7,0,0,0,Hikaru Nakamura
d5,=,2,B,7,0,0,0,Magnus Carlsen
e5,=,3,W,7,0,0,0,Hikaru Nakamura
Ne4,=,3,B,7,0,0,0,Magnus Carlsen
Nce2,=,4,W,7,0,0,0,Hikaru Nakamura
f6,=,4,B,7,0,0,0,Magnus Carlsen
exf6,#e6912c,5,W,7,p,p,0,Hikaru Nakamura
exf6,=,5,B,7,p,p,0,Magnus Carlsen
d4,#e6912c,6,W,7,0,0,0,Hikaru Nakamura
Bd6,#ee6b55,6,B,7,0,0,0,Magnus Carlsen
g3,#ee6b55,7,W,7,0,0,0,Hikaru Nakamura
O-O,=,7,B,7,0,0,0,Magnus Carlsen
Bg2,=,8,W,7,0,0,0,Hikaru Nakamura
Re8,=,8,B,7,0,0,0,Magnus Carlsen
Nf3,=,9,W,7,0,0,0,Hikaru Nakamura
Nd7,=,9,B,7,0,0,0,Magnus Carlsen
O-O,=,10,W,7,0,0,0,Hikaru Nakamura
c6,=,10,B,7,0,0,0,Magnus Carlsen
b3,=,11,W,7,0,0,0,Hikaru Nakamura
Nf8,=,11,B,7,0,0,0,Magnus Carlsen
c4,=,12,W,7,0,0,0,Hikaru Nakamura
Bf5,=,12,B,7,0,0,0,Magnus Carlsen
Bb2,=,13,W,7,0,0,0,Hikaru Nakamura
Qd7,=,13,B,7,0,0,0,Magnus Carlsen
Rc1,=,14,W,7,0,0,0,Hikaru Nakamura
Bh3,=,14,B,7,0,0,0,Magnus Carlsen
cxd5,=,15,W,7,p,p,0,Hikaru Nakamura
cxd5,=,15,B,7,p,p,0,Magnus Carlsen
Nc3,=,16,W,7,0,0,0,Hikaru Nakamura
Nxc3,=,16,B,7,N,N,0,Magnus Carlsen
Rxc3,=,17,W,7,R,N,0,Hikaru Nakamura
Bxg2,=,17,B,7,B,B,0,Magnus Carlsen
Kxg2,=,18,W,7,K,B,0,Hikaru Nakamura
Ng6,=,18,B,7,0,0,0,Magnus Carlsen
Qd2,#b33430,19,W,7,0,0,0,Hikaru Nakamura
Qg4,#ee6b55,19,B,7,0,0,0,Magnus Carlsen
h3,=,20,W,7,0,0,0,Hikaru Nakamura
Qf5,=,20,B,7,0,0,0,Magnus Carlsen
Qd3,=,21,W,7,0,0,0,Hikaru Nakamura
Qxd3,=,21,B,7,Q,Q,0,Magnus Carlsen
Rxd3,=,22,W,7,R,Q,0,Hikaru Nakamura
Rac8,=,22,B,7,0,0,0,Magnus Carlsen
Rfd1,=,23,W,7,0,0,0,Hikaru Nakamura
Re2,=,23,B,7,0,0,0,Magnus Carlsen
R3d2,=,24,W,7,0,0,0,Hikaru Nakamura
Rxd2,=,24,B,7,R,R,0,Magnus Carlsen
Rxd2,=,25,W,7,R,R,0,Hikaru Nakamura
Kf7,=,25,B,7,0,0,0,Magnus Carlsen
Re2,=,26,W,7,0,0,0,Hikaru Nakamura
Ne7,=,26,B,7,0,0,0,Magnus Carlsen
Ne1,=,27,W,7,0,0,0,Hikaru Nakamura
g5,=,27,B,7,0,0,0,Magnus Carlsen
Rc2,=,28,W,7,0,0,0,Hikaru Nakamura
h5,=,28,B,7,0,0,0,Magnus Carlsen
Rxc8,=,29,W,7,R,R,0,Hikaru Nakamura
Nxc8,=,29,B,7,N,R,0,Magnus Carlsen
g4,=,30,W,7,0,0,0,Hikaru Nakamura
h4,=,30,B,7,0,0,0,Magnus Carlsen
Nc2,=,31,W,7,0,0,0,Hikaru Nakamura
Ne7,=,31,B,7,0,0,0,Magnus Carlsen
Ne3,=,32,W,7,0,0,0,Hikaru Nakamura
Ke6,=,32,B,7,0,0,0,Magnus Carlsen
Kf3,=,33,W,7,0,0,0,Hikaru Nakamura
Ng6,=,33,B,7,0,0,0,Magnus Carlsen
Ng2,=,34,W,7,0,0,0,Hikaru Nakamura
Bf4,=,34,B,7,0,0,0,Magnus Carlsen
Bc3,=,35,W,7,0,0,0,Hikaru Nakamura
b5,=,35,B,7,0,0,0,Magnus Carlsen
a4,=,36,W,7,0,0,0,Hikaru Nakamura
a6,=,36,B,7,0,0,0,Magnus Carlsen
Ke2,=,37,W,7,0,0,0,Hikaru Nakamura
Bd6,=,37,B,7,0,0,0,Magnus Carlsen
Kd3,=,38,W,7,0,0,0,Hikaru Nakamura
f5,=,38,B,7,0,0,0,Magnus Carlsen
f3,#5c8bb0,39,W,7,0,0,0,Hikaru Nakamura
Bg3,=,39,B,7,0,0,0,Magnus Carlsen
Bd2,=,40,W,7,0,0,0,Hikaru Nakamura
f4,=,40,B,7,0,0,0,Magnus Carlsen
Ba5,=,41,W,7,0,0,0,Hikaru Nakamura
Ne7,=,41,B,7,0,0,0,Magnus Carlsen
Bd8,#e6912c,42,W,7,0,0,0,Hikaru Nakamura
Kd7,#ee6b55,42,B,7,0,0,0,Magnus Carlsen
Bxe7,=,43,W,7,B,N,0,Hikaru Nakamura
Kxe7,=,43,B,7,K,B,0,Magnus Carlsen
axb5,#5c8bb0,44,W,7,p,p,0,Hikaru Nakamura
axb5,=,44,B,7,p,p,0,Magnus Carlsen
Ke2,=,45,W,7,0,0,0,Hikaru Nakamura
b4,=,45,B,7,0,0,0,Magnus Carlsen
Ne1,=,46,W,7,0,0,0,Hikaru Nakamura
Bxe1,=,46,B,7,B,N,0,Magnus Carlsen
Kxe1,=,47,W,7,K,B,0,Hikaru Nakamura
Kd6,=,47,B,7,0,0,0,Magnus Carlsen
Ke2,=,48,W,7,0,0,0,Hikaru Nakamura
Kc6,=,48,B,7,0,0,0,Magnus Carlsen
Kd3,=,49,W,7,0,0,0,Hikaru Nakamura
Kd6,=,49,B,7,0,0,0,Magnus Carlsen
Kd2,=,50,W,7,0,0,0,Hikaru Nakamura
Kc6,=,50,B,7,0,0,0,Magnus Carlsen
Kd1,=,51,W,7,0,0,0,Hikaru Nakamura
Kd6,=,51,B,7,0,0,0,Magnus Carlsen
Kc1,=,52,W,7,0,0,0,Hikaru Nakamura
Kc6,=,52,B,7,0,0,0,Magnus Carlsen
Kc2,=,53,W,7,0,0,0,Hikaru Nakamura
Kd6,=,53,B,7,0,0,0,Magnus Carlsen
Kb2,=,54,W,7,0,0,0,Hikaru Nakamura
Kc6,=,54,B,7,0,0,0,Magnus Carlsen
Kb1,=,55,W,7,0,0,0,Hikaru Nakamura
Kd6,=,55,B,7,0,0,0,Magnus Carlsen
Ka2,=,56,W,7,0,0,0,Hikaru Nakamura
Kc6,=,56,B,7,0,0,0,Magnus Carlsen
Ka1,=,57,W,7,0,0,0,Hikaru Nakamura
Kd6,=,57,B,7,0,0,0,Magnus Carlsen
Kb1,=,58,W,7,0,0,0,Hikaru Nakamura
Kc6,=,58,B,7,0,0,0,Magnus Carlsen
Kc1,=,59,W,7,0,0,0,Hikaru Nakamura
Kd6,=,59,B,7,0,0,0,Magnus Carlsen
Kd1,=,60,W,7,0,0,0,Hikaru Nakamura
Kc6,=,60,B,7,0,0,0,Magnus Carlsen
Ke1,=,61,W,7,0,0,0,Hikaru Nakamura
Kd6,=,61,B,7,0,0,0,Magnus Carlsen
Kf1,=,62,W,7,0,0,0,Hikaru Nakamura
Kc6,=,62,B,7,0,0,0,Magnus Carlsen
Kg1,=,63,W,7,0,0,0,Hikaru Nakamura
Kd6,=,63,B,7,0,0,0,Magnus Carlsen
Kh1,=,64,W,7,0,0,0,Hikaru Nakamura
Kc6,=,64,B,7,0,0,0,Magnus Carlsen
Kh2,=,65,W,7,0,0,0,Hikaru Nakamura
Kd6,=,65,B,7,0,0,0,Magnus Carlsen
Kg2,=,66,W,7,0,0,0,Hikaru Nakamura
Kc6,=,66,B,7,0,0,0,Magnus Carlsen
Kf2,=,67,W,7,0,0,0,Hikaru Nakamura
Kd6,=,67,B,7,0,0,0,Magnus Carlsen
Ke2,=,68,W,7,0,0,0,Hikaru Nakamura
Kc6,=,68,B,7,0,0,0,Magnus Carlsen
Kd2,=,69,W,7,0,0,0,Hikaru Nakamura
Kd6,=,69,B,7,0,0,0,Magnus Carlsen
Kd1,=,70,W,7,0,0,0,Hikaru Nakamura
Kc6,=,70,B,7,0,0,0,Magnus Carlsen
Ke1,=,71,W,7,0,0,0,Hikaru Nakamura
Kd6,=,71,B,7,0,0,0,Magnus Carlsen
e4,=,1,W,8,0,0,0,Magnus Carlsen
d6,=,1,B,8,0,0,0,Hikaru Nakamura
d4,=,2,W,8,0,0,0,Magnus Carlsen
g6,=,2,B,8,0,0,0,Hikaru Nakamura
Nc3,=,3,W,8,0,0,0,Magnus Carlsen
Bg7,=,3,B,8,0,0,0,Hikaru Nakamura
f4,=,4,W,8,0,0,0,Magnus Carlsen
a6,=,4,B,8,0,0,0,Hikaru Nakamura
Nf3,=,5,W,8,0,0,0,Magnus Carlsen
b5,=,5,B,8,0,0,0,Hikaru Nakamura
Bd3,=,6,W,8,0,0,0,Magnus Carlsen
Nd7,=,6,B,8,0,0,0,Hikaru Nakamura
Be3,=,7,W,8,0,0,0,Magnus Carlsen
Bb7,=,7,B,8,0,0,0,Hikaru Nakamura
e5,=,8,W,8,0,0,0,Magnus Carlsen
Nh6,=,8,B,8,0,0,0,Hikaru Nakamura
Be4,=,9,W,8,0,0,0,Magnus Carlsen
Qc8,=,9,B,8,0,0,0,Hikaru Nakamura
Qd3,=,10,W,8,0,0,0,Magnus Carlsen
Nb6,=,10,B,8,0,0,0,Hikaru Nakamura
O-O,#b33430,11,W,8,0,0,0,Magnus Carlsen
Nc4,#ee6b55,11,B,8,0,0,0,Hikaru Nakamura
b3,=,12,W,8,0,0,0,Magnus Carlsen
Nxe3,=,12,B,8,N,B,0,Hikaru Nakamura
Qxe3,=,13,W,8,Q,N,0,Magnus Carlsen
Nf5,=,13,B,8,0,0,0,Hikaru Nakamura
Qf2,=,14,W,8,0,0,0,Magnus Carlsen
b4,=,14,B,8,0,0,0,Hikaru Nakamura
Nd5,=,15,W,8,0,0,0,Magnus Carlsen
e6,=,15,B,8,0,0,0,Hikaru Nakamura
Bxf5,=,16,W,8,B,N,0,Magnus Carlsen
Bxd5,=,16,B,8,B,N,0,Hikaru Nakamura
Bd3,=,17,W,8,0,0,0,Magnus Carlsen
O-O,=,17,B,8,0,0,0,Hikaru Nakamura
Rae1,=,18,W,8,0,0,0,Magnus Carlsen
c5,=,18,B,8,0,0,0,Hikaru Nakamura
dxc5,=,19,W,8,p,p,0,Magnus Carlsen
dxc5,=,19,B,8,p,p,0,Hikaru Nakamura
Be4,=,20,W,8,0,0,0,Magnus Carlsen
c4,=,20,B,8,0,0,0,Hikaru Nakamura
Bxd5,=,21,W,8,B,B,0,Magnus Carlsen
exd5,=,21,B,8,p,B,0,Hikaru Nakamura
Rd1,=,22,W,8,0,0,0,Magnus Carlsen
Rd8,=,22,B,8,0,0,0,Hikaru Nakamura
Rfe1,=,23,W,8,0,0,0,Magnus Carlsen
Bf8,=,23,B,8,0,0,0,Hikaru Nakamura
Kh1,=,24,W,8,0,0,0,Magnus Carlsen
Bc5,#e6912c,24,B,8,0,0,0,Hikaru Nakamura
Qh4,=,25,W,8,0,0,0,Magnus Carlsen
Qc7,=,25,B,8,0,0,0,Hikaru Nakamura
Ng5,=,26,W,8,0,0,0,Magnus Carlsen
h5,=,26,B,8,0,0,0,Hikaru Nakamura
f5,=,27,W,8,0,0,0,Magnus Carlsen
d4,=,27,B,8,0,0,0,Hikaru Nakamura
e6,=,28,W,8,0,0,0,Magnus Carlsen
f6,=,28,B,8,0,0,0,Hikaru Nakamura
Nf7,=,29,W,8,0,0,0,Magnus Carlsen
Kg7,=,29,B,8,0,0,0,Hikaru Nakamura
Nxd8,=,30,W,8,N,R,0,Magnus Carlsen
Rxd8,=,30,B,8,R,N,0,Hikaru Nakamura
fxg6,=,31,W,8,p,p,0,Magnus Carlsen
Rd5,=,31,B,8,0,0,0,Hikaru Nakamura
bxc4,=,32,W,8,p,p,0,Magnus Carlsen
Rg5,=,32,B,8,0,0,0,Hikaru Nakamura
Qe4,=,33,W,8,0,0,0,Magnus Carlsen
Re5,=,33,B,8,0,0,0,Hikaru Nakamura
Qf3,=,34,W,8,0,0,0,Magnus Carlsen
a5,=,34,B,8,0,0,0,Hikaru Nakamura
Rxe5,=,35,W,8,R,R,0,Magnus Carlsen
Qxe5,=,35,B,8,Q,R,0,Hikaru Nakamura
Qd5,=,36,W,8,0,0,0,Magnus Carlsen
Qe2,=,36,B,8,0,0,0,Hikaru Nakamura
Rg1,=,37,W,8,0,0,0,Magnus Carlsen
d3,=,37,B,8,0,0,0,Hikaru Nakamura
Qxc5,=,38,W,8,Q,B,0,Magnus Carlsen
dxc2,=,38,B,8,p,p,0,Hikaru Nakamura
Qe7+,=,39,W,8,0,0,1,Magnus Carlsen
Kxg6,=,39,B,8,K,p,0,Hikaru Nakamura
Qf7+,=,40,W,8,0,0,1,Magnus Carlsen
Kf5,=,40,B,8,0,0,0,Hikaru Nakamura
e7,=,41,W,8,0,0,0,Magnus Carlsen
Qd1,=,41,B,8,0,0,0,Hikaru Nakamura
e8=Q,=,42,W,8,0,0,0,Magnus Carlsen
Qxg1+,=,42,B,8,Q,R,1,Hikaru Nakamura
Kxg1,=,43,W,8,K,Q,0,Magnus Carlsen
c1=Q+,=,43,B,8,0,0,1,Hikaru Nakamura
Kf2,=,44,W,8,0,0,0,Magnus Carlsen
Qf4+,=,44,B,8,0,0,1,Hikaru Nakamura
Ke2,=,45,W,8,0,0,0,Magnus Carlsen
Qxc4+,=,45,B,8,Q,p,1,Hikaru Nakamura
Kd2,=,46,W,8,0,0,0,Magnus Carlsen
Qc3+,=,46,B,8,0,0,1,Hikaru Nakamura
Ke2,=,47,W,8,0,0,0,Magnus Carlsen
Qc4+,=,47,B,8,0,0,1,Hikaru Nakamura
Qxc4,=,48,W,8,Q,Q,0,Magnus Carlsen
e4,=,1,W,9,0,0,0,Hikaru Nakamura
e6,=,1,B,9,0,0,0,Magnus Carlsen
Nc3,=,2,W,9,0,0,0,Hikaru Nakamura
d5,=,2,B,9,0,0,0,Magnus Carlsen
Nf3,=,3,W,9,0,0,0,Hikaru Nakamura
Nf6,=,3,B,9,0,0,0,Magnus Carlsen
d3,=,4,W,9,0,0,0,Hikaru Nakamura
dxe4,=,4,B,9,p,p,0,Magnus Carlsen
Nxe4,=,5,W,9,N,p,0,Hikaru Nakamura
Nxe4,=,5,B,9,N,N,0,Magnus Carlsen
dxe4,=,6,W,9,p,N,0,Hikaru Nakamura
Qxd1+,=,6,B,9,Q,Q,1,Magnus Carlsen
Kxd1,=,7,W,9,K,Q,0,Hikaru Nakamura
b6,=,7,B,9,0,0,0,Magnus Carlsen
Be3,=,8,W,9,0,0,0,Hikaru Nakamura
Bb7,=,8,B,9,0,0,0,Magnus Carlsen
Nd2,=,9,W,9,0,0,0,Hikaru Nakamura
Nd7,=,9,B,9,0,0,0,Magnus Carlsen
f3,=,10,W,9,0,0,0,Hikaru Nakamura
Bc5,=,10,B,9,0,0,0,Magnus Carlsen
Bxc5,=,11,W,9,B,B,0,Hikaru Nakamura
Nxc5,=,11,B,9,N,B,0,Magnus Carlsen
c3,=,12,W,9,0,0,0,Hikaru Nakamura
Ke7,=,12,B,9,0,0,0,Magnus Carlsen
Kc2,=,13,W,9,0,0,0,Hikaru Nakamura
Rad8,=,13,B,9,0,0,0,Magnus Carlsen
Re1,=,14,W,9,0,0,0,Hikaru Nakamura
g5,=,14,B,9,0,0,0,Magnus Carlsen
Nb3,=,15,W,9,0,0,0,Hikaru Nakamura
Nxb3,=,15,B,9,N,N,0,Magnus Carlsen
axb3,=,16,W,9,p,N,0,Hikaru Nakamura
a5,=,16,B,9,0,0,0,Magnus Carlsen
Bd3,=,17,W,9,0,0,0,Hikaru Nakamura
h5,=,17,B,9,0,0,0,Magnus Carlsen
h4,=,18,W,9,0,0,0,Hikaru Nakamura
g4,=,18,B,9,0,0,0,Magnus Carlsen
fxg4,=,19,W,9,p,p,0,Hikaru Nakamura
hxg4,=,19,B,9,p,p,0,Magnus Carlsen
g3,=,20,W,9,0,0,0,Hikaru Nakamura
Rh5,=,20,B,9,0,0,0,Magnus Carlsen
Rhf1,=,21,W,9,0,0,0,Hikaru Nakamura
Re5,=,21,B,9,0,0,0,Magnus Carlsen
Rf4,=,22,W,9,0,0,0,Hikaru Nakamura
Rg8,=,22,B,9,0,0,0,Magnus Carlsen
Ref1,=,23,W,9,0,0,0,Hikaru Nakamura
Rg7,=,23,B,9,0,0,0,Magnus Carlsen
Kd2,=,24,W,9,0,0,0,Hikaru Nakamura
b5,#e6912c,24,B,9,0,0,0,Magnus Carlsen
b4,=,25,W,9,0,0,0,Hikaru Nakamura
axb4,#e6912c,25,B,9,p,p,0,Magnus Carlsen
cxb4,=,26,W,9,p,p,0,Hikaru Nakamura
c5,=,26,B,9,0,0,0,Magnus Carlsen
bxc5,=,27,W,9,p,p,0,Hikaru Nakamura
Rxc5,=,27,B,9,R,p,0,Magnus Carlsen
b4,=,28,W,9,0,0,0,Hikaru Nakamura
Re5,=,28,B,9,0,0,0,Magnus Carlsen
Ke3,#e6912c,29,W,9,0,0,0,Hikaru Nakamura
f5,#5c8bb0,29,B,9,0,0,0,Magnus Carlsen
Kd4,=,30,W,9,0,0,0,Hikaru Nakamura
Kf6,#5c8bb0,30,B,9,0,0,0,Magnus Carlsen
exf5,=,31,W,9,p,p,0,Hikaru Nakamura
Rd7+,#e6912c,31,B,9,0,0,1,Magnus Carlsen
Kc3,=,32,W,9,0,0,0,Hikaru Nakamura
Re3,#e6912c,32,B,9,0,0,0,Magnus Carlsen
fxe6+,#5c8bb0,33,W,9,p,p,1,Hikaru Nakamura
Kxe6,=,33,B,9,K,p,0,Magnus Carlsen
Rf6+,#5c8bb0,34,W,9,0,0,1,Hikaru Nakamura
Ke7,=,34,B,9,0,0,0,Magnus Carlsen
Rf7+,#5c8bb0,35,W,9,0,0,1,Hikaru Nakamura
Kd8,=,35,B,9,0,0,0,Magnus Carlsen
Rxd7+,=,36,W,9,R,R,1,Hikaru Nakamura
Kxd7,=,36,B,9,K,R,0,Magnus Carlsen
Rf7+,=,37,W,9,0,0,1,Hikaru Nakamura
Kc8,=,37,B,9,0,0,0,Magnus Carlsen
h5,=,38,W,9,0,0,0,Hikaru Nakamura
Rxg3,=,38,B,9,R,p,0,Magnus Carlsen
Kd4,#5c8bb0,39,W,9,0,0,0,Hikaru Nakamura
Rh3,=,39,B,9,0,0,0,Magnus Carlsen
Bf5+,=,40,W,9,0,0,1,Hikaru Nakamura
Kb8,=,40,B,9,0,0,0,Magnus Carlsen
Rh7,#5c8bb0,41,W,9,0,0,0,Hikaru Nakamura
Rh4,=,41,B,9,0,0,0,Magnus Carlsen
Be4,#e6912c,42,W,9,0,0,0,Hikaru Nakamura
g3,#b33430,42,B,9,0,0,0,Magnus Carlsen
Rxb7+,=,43,W,9,R,B,1,Hikaru Nakamura
d4,=,1,W,10,0,0,0,Magnus Carlsen
d6,=,1,B,10,0,0,0,Hikaru Nakamura
c4,=,2,W,10,0,0,0,Magnus Carlsen
Nf6,=,2,B,10,0,0,0,Hikaru Nakamura
Nc3,=,3,W,10,0,0,0,Magnus Carlsen
g6,=,3,B,10,0,0,0,Hikaru Nakamura
Nf3,=,4,W,10,0,0,0,Magnus Carlsen
Bg7,=,4,B,10,0,0,0,Hikaru Nakamura
g3,=,5,W,10,0,0,0,Magnus Carlsen
O-O,=,5,B,10,0,0,0,Hikaru Nakamura
Bg2,=,6,W,10,0,0,0,Magnus Carlsen
Nc6,=,6,B,10,0,0,0,Hikaru Nakamura
O-O,=,7,W,10,0,0,0,Magnus Carlsen
e5,=,7,B,10,0,0,0,Hikaru Nakamura
dxe5,=,8,W,10,p,p,0,Magnus Carlsen
dxe5,=,8,B,10,p,p,0,Hikaru Nakamura
Bg5,=,9,W,10,0,0,0,Magnus Carlsen
Qxd1,=,9,B,10,Q,Q,0,Hikaru Nakamura
Rfxd1,=,10,W,10,R,Q,0,Magnus Carlsen
h6,=,10,B,10,0,0,0,Hikaru Nakamura
Bxf6,=,11,W,10,B,N,0,Magnus Carlsen
Bxf6,=,11,B,10,B,B,0,Hikaru Nakamura
Nd5,=,12,W,10,0,0,0,Magnus Carlsen
Bd8,=,12,B,10,0,0,0,Hikaru Nakamura
Nd2,=,13,W,10,0,0,0,Magnus Carlsen
Re8,=,13,B,10,0,0,0,Hikaru Nakamura
Ne4,=,14,W,10,0,0,0,Magnus Carlsen
Kg7,=,14,B,10,0,0,0,Hikaru Nakamura
e3,=,15,W,10,0,0,0,Magnus Carlsen
f5,=,15,B,10,0,0,0,Hikaru Nakamura
Nec3,=,16,W,10,0,0,0,Magnus Carlsen
Ne7,=,16,B,10,0,0,0,Hikaru Nakamura
Nb5,=,17,W,10,0,0,0,Magnus Carlsen
Nxd5,#5c8bb0,17,B,10,N,N,0,Hikaru Nakamura
cxd5,=,18,W,10,p,N,0,Magnus Carlsen
a6,=,18,B,10,0,0,0,Hikaru Nakamura
Nxc7,=,19,W,10,N,p,0,Magnus Carlsen
Bxc7,=,19,B,10,B,N,0,Hikaru Nakamura
d6,#5c8bb0,20,W,10,0,0,0,Magnus Carlsen
Bxd6,#e6912c,20,B,10,B,p,0,Hikaru Nakamura
Rxd6,=,21,W,10,R,B,0,Magnus Carlsen
Re7,=,21,B,10,0,0,0,Hikaru Nakamura
Rd8,=,22,W,10,0,0,0,Magnus Carlsen
Rd7,#e6912c,22,B,10,0,0,0,Hikaru Nakamura
Rd1,#ee6b55,23,W,10,0,0,0,Magnus Carlsen
Rxd1+,=,23,B,10,R,R,1,Hikaru Nakamura
