move,skill,turn,color,match
Bd5,=,85,B,10
Kb2,=,86,W,10
Bc6,=,86,B,10
Ka1,=,87,W,10
Ba4,=,87,B,10
Kb2,=,88,W,10
Bd1,=,88,B,10
Ka1,=,89,W,10
Be2,=,89,B,10
Kb2,=,90,W,10
Bg4,=,90,B,10
Ka1,=,91,W,10
Bh5,=,91,B,10
Kb2,=,92,W,10
Bf7,=,92,B,10
Ka1,=,93,W,10
a4,=,93,B,10
Kb2,=,94,W,10
Be8,=,94,B,10
Bc2,=,95,W,10
a3+,=,95,B,10
Ka1,=,96,W,10
Bd7,=,96,B,10
Kb1,=,97,W,10
Bc6,=,97,B,10
Ka1,=,98,W,10
Be4,=,98,B,10
Kb1,=,99,W,10
Bxc2+,=,99,B,10
Ka1,=,100,W,10
Ba4,=,100,B,10
Kb1,=,101,W,10
Bb5,=,101,B,10
Ka1,=,102,W,10
Ba6,=,102,B,10
Kb1,=,103,W,10
Bb7,=,103,B,10
Ka1,=,104,W,10
Bc8,=,104,B,10
Kb1,=,105,W,10
Bd7,=,105,B,10
Ka1,=,106,W,10
Bc6,=,106,B,10
Kb1,=,107,W,10
Bd5,=,107,B,10
Ka1,#5c8bb0,108,W,10
Be4,=,108,B,10
Ka2,=,109,W,10
Bf5,=,109,B,10
Ka1,=,110,W,10
Be6,=,110,B,10
Kb1,=,111,W,10
Bd7,=,111,B,10
Ka1,=,112,W,10
Be8,=,112,B,10
Kb1,=,113,W,10
Bg6+,=,113,B,10
Ka1,=,114,W,10
Bh7,=,114,B,10
Ka2,=,115,W,10
Bg8+,=,115,B,10
e4,=,1,W,11
Nf6,=,1,B,11
Nc3,=,2,W,11
e5,=,2,B,11
Nf3,=,3,W,11
Nc6,=,3,B,11
d4,=,4,W,11
exd4,=,4,B,11
Nxd4,=,5,W,11
Bc5,=,5,B,11
Nb3,=,6,W,11
Bb6,=,6,B,11
Bd3,=,7,W,11
O-O,=,7,B,11
O-O,=,8,W,11
d6,=,8,B,11
Bg5,=,9,W,11
Re8,#e6912c,9,B,11
Nd5,=,10,W,11
Be6,=,10,B,11
Nxf6+,=,11,W,11
gxf6,=,11,B,11
Bh4,=,12,W,11
Ne5,=,12,B,11
Kh1,=,13,W,11
Ng6,#5c8bb0,13,B,11
Bg3,=,14,W,11
Bd7,#e6912c,14,B,11
Qh5,#5c8bb0,15,W,11
Bc6,=,15,B,11
Rae1,=,16,W,11
d5,=,16,B,11
exd5,=,17,W,11
Qxd5,#e6912c,17,B,11
Qxd5,=,18,W,11
Bxd5,=,18,B,11
c4,=,19,W,11
Be6,=,19,B,11
c5,#5c8bb0,20,W,11
Red8,=,20,B,11
Bxg6,=,21,W,11
Bxb3,=,21,B,11
cxb6,=,22,W,11
axb6,=,22,B,11
Bxh7+,#1baca6,23,W,11
Kxh7,=,23,B,11
axb3,=,24,W,11
Rd7,=,24,B,11
Rd1,=,25,W,11
e4,=,1,W,12
g6,=,1,B,12
d4,=,2,W,12
Bg7,=,2,B,12
Nf3,=,3,W,12
d6,=,3,B,12
Bc4,=,4,W,12
Nf6,=,4,B,12
Qe2,=,5,W,12
O-O,=,5,B,12
Bb3,=,6,W,12
Nc6,=,6,B,12
h3,=,7,W,12
e5,=,7,B,12
dxe5,=,8,W,12
dxe5,=,8,B,12
c3,=,9,W,12
Qe7,=,9,B,12
O-O,=,10,W,12
Be6,=,10,B,12
Bg5,=,11,W,12
h6,=,11,B,12
Bxf6,=,12,W,12
Bxf6,=,12,B,12
Nbd2,=,13,W,12
Rfd8,=,13,B,12
Rfd1,=,14,W,12
Na5,=,14,B,12
Bxe6,=,15,W,12
Qxe6,=,15,B,12
Qb5,=,16,W,12
b6,=,16,B,12
b4,=,17,W,12
a6,=,17,B,12
Qe2,=,18,W,12
Nb7,=,18,B,12
Qc4,=,19,W,12
Qe7,=,19,B,12
Qc6,=,20,W,12
Nd6,=,20,B,12
Nc4,=,21,W,12
Nb5,=,21,B,12
Ne3,=,22,W,12
Qe6,=,22,B,12
Qxe6,=,23,W,12
fxe6,=,23,B,12
Rxd8+,=,24,W,12
Rxd8,=,24,B,12
Rc1,=,25,W,12
Nd6,=,25,B,12
Ng4,=,26,W,12
Kg7,=,26,B,12
Nxf6,=,27,W,12
Kxf6,=,27,B,12
Nd2,=,28,W,12
Nb5,=,28,B,12
Nb1,=,29,W,12
Nd6,=,29,B,12
f3,=,30,W,12
Nc4,=,30,B,12
Kf2,=,31,W,12
Rc8,=,31,B,12
Ke2,=,32,W,12
c5,=,32,B,12
Nd2,=,33,W,12
Nd6,=,33,B,12
bxc5,=,34,W,12
Rxc5,=,34,B,12
c4,=,35,W,12
b5,=,35,B,12
Kd3,=,36,W,12
bxc4+,=,36,B,12
Nxc4,=,37,W,12
Rc8,=,37,B,12
Rc2,=,38,W,12
Nb5,=,38,B,12
a4,=,39,W,12
Rd8+,=,39,B,12
Ke3,=,40,W,12
Nd4,=,40,B,12
Rd2,=,41,W,12
Rc8,=,41,B,12
Nxe5,=,42,W,12
Nc2+,=,42,B,12
Kf4,#b33430,43,W,12
g5+,#5c8bb0,43,B,12
Kg4,=,44,W,12
Kxe5,=,44,B,12
Kh5,=,45,W,12
Ne3,=,45,B,12
Kxh6,=,46,W,12
Kf6,=,46,B,12
e5+,=,47,W,12
Kf5,=,47,B,12
Rd6,=,48,W,12
Nxg2,=,48,B,12
Rxa6,=,49,W,12
Nf4,=,49,B,12
Ra7,=,50,W,12
Rh8+,=,50,B,12
Kg7,=,51,W,12
Rxh3,=,51,B,12
a5,=,52,W,12
Rxf3,=,52,B,12
a6,=,53,W,12
Ra3,=,53,B,12
Ra8,=,54,W,12
g4,=,54,B,12
a7,=,55,W,12
Ke4,=,55,B,12
Kh6,=,56,W,12
g3,=,56,B,12
e4,=,1,W,13
c5,=,1,B,13
Nc3,=,2,W,13
e6,=,2,B,13
f4,=,3,W,13
d5,=,3,B,13
Nf3,=,4,W,13
a6,=,4,B,13
d4,=,5,W,13
Nf6,=,5,B,13
e5,=,6,W,13
Ne4,=,6,B,13
Be3,#ee6b55,7,W,13
Nc6,=,7,B,13
dxc5,=,8,W,13
Qa5,=,8,B,13
Bd2,#e6912c,9,W,13
Nxd2,#5c8bb0,9,B,13
Nxd2,#e6912c,10,W,13
Qxc5,#ee6b55,10,B,13
Bd3,#ee6b55,11,W,13
Qe3+,#5c8bb0,11,B,13
Ne2,=,12,W,13
Bc5,#e6912c,12,B,13
Rf1,=,13,W,13
Nd4,#e6912c,13,B,13
Nb3,=,14,W,13
Nxe2,=,14,B,13
Qxe2,=,15,W,13
Bb6,=,15,B,13
Qxe3,=,16,W,13
Bxe3,=,16,B,13
Ke2,=,17,W,13
Bb6,=,17,B,13
c4,#e6912c,18,W,13
dxc4,=,18,B,13
Bxc4,=,19,W,13
Bd7,=,19,B,13
Bd3,=,20,W,13
Ke7,=,20,B,13
Rac1,=,21,W,13
Rhd8,=,21,B,13
g3,=,22,W,13
Rac8,=,22,B,13
Rxc8,=,23,W,13
Rxc8,=,23,B,13
Rc1,=,24,W,13
Rxc1,=,24,B,13
Nxc1,=,25,W,13
Bc6,=,25,B,13
Nb3,=,26,W,13
h6,=,26,B,13
Nd2,=,27,W,13
f6,=,27,B,13
Be4,=,28,W,13
Bb5+,=,28,B,13
Bd3,=,29,W,13
Bd7,=,29,B,13
Be4,=,30,W,13
fxe5,=,30,B,13
fxe5,=,31,W,13
Bd4,=,31,B,13
Nf3,=,32,W,13
Bb5+,=,32,B,13
Kd2,=,33,W,13
Bxb2,=,33,B,13
Bxb7,=,34,W,13
a5,=,34,B,13
Kc2,=,35,W,13
Ba3,=,35,B,13
Be4,=,36,W,13
Bc4,=,36,B,13
Kb1,=,37,W,13
Kd7,=,37,B,13
g4,#e6912c,38,W,13
g5,=,38,B,13
h4,=,39,W,13
gxh4,=,39,B,13
Nxh4,=,40,W,13
Bc5,=,40,B,13
Nf3,=,41,W,13
a4,#e6912c,41,B,13
g5,#5c8bb0,42,W,13
hxg5,=,42,B,13
Nxg5,=,43,W,13
a3,=,43,B,13
Nf3,=,44,W,13
Be3,=,44,B,13
Bc2,=,45,W,13
Be2,=,45,B,13
Ne1,=,46,W,13
Bd4,=,46,B,13
Ba4+,=,47,W,13
Kc7,=,47,B,13
Nc2,=,48,W,13
Bb2,=,48,B,13
Bb3,=,49,W,13
Bg4,=,49,B,13
Ne3,=,50,W,13
Bh3,=,50,B,13
Kc2,=,51,W,13
Bxe5,=,51,B,13
Nc4,=,52,W,13
Bd6,=,52,B,13
Nxd6,=,53,W,13
Kxd6,=,53,B,13
Kc3,=,54,W,13
Kc5,=,54,B,13
Bc2,=,55,W,13
e5,=,55,B,13
Kb3,#5c8bb0,56,W,13
Kd4,=,56,B,13
Kxa3,=,57,W,13
Kc3,=,57,B,13
Bg6,=,58,W,13
Bf1,=,58,B,13
Ka4,=,59,W,13
Bd3,=,59,B,13
Bh5,=,60,W,13
e4,=,60,B,13
Ka5,#5c8bb0,61,W,13
e3,=,61,B,13
Kb6,=,62,W,13
Kb4,=,62,B,13
a3+,=,63,W,13
Kxa3,=,63,B,13
Kc5,=,64,W,13
Kb3,=,64,B,13
Kd4,=,65,W,13
Kc2,=,65,B,13
Kxe3,=,66,W,13
e4,=,1,W,14
g6,=,1,B,14
Nc3,=,2,W,14
Bg7,=,2,B,14
d4,=,3,W,14
d6,=,3,B,14
Nf3,=,4,W,14
a6,=,4,B,14
h3,=,5,W,14
Nf6,=,5,B,14
Be3,=,6,W,14
O-O,=,6,B,14
Bd3,=,7,W,14
Nc6,=,7,B,14
O-O,=,8,W,14
e5,=,8,B,14
dxe5,=,9,W,14
Nxe5,=,9,B,14
Nxe5,=,10,W,14
dxe5,=,10,B,14
Bc4,=,11,W,14
Re8,=,11,B,14
Qxd8,=,12,W,14
Rxd8,=,12,B,14
Rfd1,=,13,W,14
Re8,=,13,B,14
f3,=,14,W,14
Be6,=,14,B,14
Bxe6,=,15,W,14
Rxe6,=,15,B,14
Kf2,=,16,W,14
Bf8,=,16,B,14
Na4,=,17,W,14
b5,=,17,B,14
Nc5,=,18,W,14
Rc6,=,18,B,14
b4,=,19,W,14
a5,=,19,B,14
a3,=,20,W,14
axb4,=,20,B,14
axb4,=,21,W,14
Rxa1,=,21,B,14
Rxa1,=,22,W,14
Bxc5,#5c8bb0,22,B,14
bxc5,=,23,W,14
Kg7,=,23,B,14
Ra5,=,24,W,14
b4,#e6912c,24,B,14
Rb5,#ee6b55,25,W,14
Nd7,=,25,B,14
Ke2,=,26,W,14
Ra6,=,26,B,14
Rxb4,#e6912c,27,W,14
Nf8,=,27,B,14
Kd3,=,28,W,14
Ne6,=,28,B,14
Kc4,=,29,W,14
Ra2,=,29,B,14
Kd5,=,30,W,14
Rxc2,=,30,B,14
Kxe5,=,31,W,14
Rxg2,=,31,B,14
f4,=,32,W,14
Rg3,=,32,B,14
Bf2,=,33,W,14
Rf3,=,33,B,14
f5,=,34,W,14
gxf5,=,34,B,14
exf5,=,35,W,14
Rxf2,=,35,B,14
fxe6,=,36,W,14
Re2+,=,36,B,14
Kd5,=,37,W,14
Rxe6,=,37,B,14
c6,=,38,W,14
Rd6+,=,38,B,14
Kc5,#5c8bb0,39,W,14
Re6,=,39,B,14
Rd4,=,40,W,14
Re7,=,40,B,14
Rd7,=,41,W,14
Kf6,=,41,B,14
Kd5,#e6912c,42,W,14
h5,#ee6b55,42,B,14
h4,#ee6b55,43,W,14
Re5+,#ee6b55,43,B,14
Kd4,=,44,W,14
Re7,=,44,B,14
Kd5,#e6912c,45,W,14
Re5+,#ee6b55,45,B,14
Kd4,=,46,W,14
Re7,=,46,B,14
Kd5,#e6912c,47,W,14
e4,=,1,W,15
d5,=,1,B,15
Nc3,=,2,W,15
dxe4,=,2,B,15
Nxe4,=,3,W,15
Nf6,=,3,B,15
Ng3,=,4,W,15
h5,=,4,B,15
Bc4,=,5,W,15
h4,=,5,B,15
Nf1,=,6,W,15
Nc6,=,6,B,15
Ne3,=,7,W,15
h3,=,7,B,15
g3,#e6912c,8,W,15
e5,#5c8bb0,8,B,15
d3,=,9,W,15
Bc5,=,9,B,15
Ne2,=,10,W,15
Bxe3,=,10,B,15
Bxe3,=,11,W,15
Bg4,=,11,B,15
O-O,=,12,W,15
Qd7,#e6912c,12,B,15
f3,=,13,W,15
Be6,=,13,B,15
Bb3,=,14,W,15
O-O-O,=,14,B,15
Bf2,=,15,W,15
a6,=,15,B,15
Nc3,=,16,W,15
Bxb3,=,16,B,15
axb3,=,17,W,15
Rhe8,=,17,B,15
Ne4,=,18,W,15
Nxe4,=,18,B,15
fxe4,=,19,W,15
f5,#5c8bb0,19,B,15
exf5,#b33430,20,W,15
Qd5,#5c8bb0,20,B,15
e4,=,1,W,16
g6,=,1,B,16
d4,=,2,W,16
Bg7,=,2,B,16
Nf3,=,3,W,16
d6,=,3,B,16
Bd3,=,4,W,16
a6,=,4,B,16
O-O,=,5,W,16
Nf6,=,5,B,16
Re1,=,6,W,16
O-O,=,6,B,16
h3,=,7,W,16
Nc6,=,7,B,16
c3,=,8,W,16
e5,=,8,B,16
Nbd2,=,9,W,16
b6,=,9,B,16
Nf1,=,10,W,16
Bb7,=,10,B,16
Ng3,=,11,W,16
Re8,=,11,B,16
a3,=,12,W,16
h6,=,12,B,16
d5,=,13,W,16
Nb8,=,13,B,16
c4,=,14,W,16
a5,=,14,B,16
Rb1,=,15,W,16
Nbd7,=,15,B,16
b4,=,16,W,16
axb4,=,16,B,16
axb4,=,17,W,16
c6,=,17,B,16
Be3,=,18,W,16
Qc7,=,18,B,16
Qd2,=,19,W,16
Kh7,=,19,B,16
Rec1,=,20,W,16
c5,=,20,B,16
bxc5,=,21,W,16
bxc5,=,21,B,16
Bc2,=,22,W,16
Nb6,=,22,B,16
Bd3,=,23,W,16
Nfd7,=,23,B,16
h4,=,24,W,16
Ra4,=,24,B,16
h5,=,25,W,16
Ba6,=,25,B,16
Qe2,=,26,W,16
Rb4,#e6912c,26,B,16
Ra1,#ee6b55,27,W,16
Ra4,#e6912c,27,B,16
Rxa4,=,28,W,16
Nxa4,=,28,B,16
Nh4,#e6912c,29,W,16
Nab6,#b33430,29,B,16
hxg6+,=,30,W,16
fxg6,=,30,B,16
Nxg6,#1baca6,31,W,16
Nf6,=,31,B,16
Nh4,=,32,W,16
Bc8,=,32,B,16
Nhf5,=,33,W,16
Rg8,=,33,B,16
Qf3,=,34,W,16
Bf8,=,34,B,16
Nxh6,=,35,W,16
Bxh6,=,35,B,16
Bxh6,=,36,W,16
Rg6,=,36,B,16
Bd2,=,37,W,16
Bg4,=,37,B,16
Qe3,=,38,W,16
Qf7,=,38,B,16
Nf5,=,39,W,16
Qf8,=,39,B,16
Qg3,=,40,W,16
Bxf5,=,40,B,16
Qh4+,=,41,W,16
Kg8,=,41,B,16
exf5,=,42,W,16
Rg4,=,42,B,16
Qh3,=,43,W,16
Nbd7,=,43,B,16
Be2,=,44,W,16
Rd4,=,44,B,16
Be3,=,45,W,16
Re4,=,45,B,16
Bd3,=,46,W,16
Rxe3,=,46,B,16
Qxe3,=,47,W,16
Qg7,=,47,B,16
Qg3,=,48,W,16
e4,=,48,B,16
Qxg7+,=,49,W,16
Kxg7,=,49,B,16
Be2,=,50,W,16
Kh6,=,50,B,16
g4,=,51,W,16
Kg5,=,51,B,16
Rb1,=,52,W,16
Ne5,=,52,B,16
Rb6,=,53,W,16
Nfxg4,=,53,B,16
Bxg4,=,54,W,16
Nxg4,=,54,B,16
Rxd6,=,55,W,16
Kxf5,=,55,B,16
Rc6,=,56,W,16
Ke5,=,56,B,16
Rxc5,=,57,W,16
Kd4,=,57,B,16
d6,=,58,W,16
Kxc5,=,58,B,16
d7,=,59,W,16
Ne5,=,59,B,16
d8=Q,=,60,W,16
Kxc4,=,60,B,16
Kg2,=,61,W,16
Nd3,=,61,B,16
Qb6,=,62,W,16
Kd5,=,62,B,16
Qe3,=,63,W,16
Ke5,=,63,B,16
Kg3,=,64,W,16
Kd5,=,64,B,16
f4,=,65,W,16
Nc5,=,65,B,16
f5,=,66,W,16
Nd7,=,66,B,16
Kf4,=,67,W,16
Nf6,=,67,B,16
Qd2+,=,68,W,16
Kc4,=,68,B,16
Ke5,=,69,W,16
e3,=,69,B,16
Qc2+,=,70,W,16
Kb5,=,70,B,16
Kxf6,=,71,W,16
Nf3,=,1,W,17
Nf6,=,1,B,17
b3,=,2,W,17
g6,=,2,B,17
Bb2,=,3,W,17
Bg7,=,3,B,17
e3,=,4,W,17
O-O,=,4,B,17
d4,=,5,W,17
d6,=,5,B,17
Be2,=,6,W,17
e5,=,6,B,17
O-O,=,7,W,17
exd4,=,7,B,17
Nxd4,=,8,W,17
Re8,=,8,B,17
c4,=,9,W,17
Nc6,=,9,B,17
Nc3,=,10,W,17
Nxd4,=,10,B,17
exd4,=,11,W,17
Bf5,=,11,B,17
Bf3,=,12,W,17
c6,=,12,B,17
Qd2,=,13,W,17
d5,=,13,B,17
cxd5,=,14,W,17
Nxd5,=,14,B,17
Nxd5,=,15,W,17
cxd5,=,15,B,17
Rfe1,=,16,W,17
Be4,=,16,B,17
Be2,=,17,W,17
Qd7,=,17,B,17
f3,=,18,W,17
Bf5,=,18,B,17
Bf1,=,19,W,17
h5,=,19,B,17
Rac1,=,20,W,17
a6,=,20,B,17
Rxe8+,=,21,W,17
Rxe8,=,21,B,17
Re1,=,22,W,17
Rc8,=,22,B,17
Rc1,=,23,W,17
Rc6,=,23,B,17
Rxc6,=,24,W,17
Qxc6,=,24,B,17
Qc3,=,25,W,17
Qe6,=,25,B,17
Qd2,=,26,W,17
Bf6,=,26,B,17
Kf2,=,27,W,17
Qe7,=,27,B,17
Qe3,=,28,W,17
Qc7,=,28,B,17
g3,=,29,W,17
Qc2+,=,29,B,17
Qe2,=,30,W,17
Qb1,=,30,B,17
Bc3,=,31,W,17
Bc2,=,31,B,17
b4,=,32,W,17
Qxa2,=,32,B,17
Qd2,=,33,W,17
Qb3,=,33,B,17
Be2,=,34,W,17
Kg7,=,34,B,17
h3,=,35,W,17
Bf5,=,35,B,17
g4,=,36,W,17
hxg4,=,36,B,17
hxg4,=,37,W,17
Be6,=,37,B,17
Qe3,=,38,W,17
Bh4+,=,38,B,17
Kg2,=,39,W,17
Qc2,=,39,B,17
Bd2,=,40,W,17
Kg8,=,40,B,17
Qc3,=,41,W,17
Qxc3,=,41,B,17
Bxc3,=,42,W,17
Be7,=,42,B,17
b5,=,43,W,17
Bc8,=,43,B,17
bxa6,=,44,W,17
bxa6,=,44,B,17
Ba5,=,45,W,17
Bf6,=,45,B,17
Bb6,=,46,W,17
a5,=,46,B,17
Bb5,=,47,W,17
Be6,=,47,B,17
Kf2,=,48,W,17
Kg7,=,48,B,17
Ke3,=,49,W,17
Bg5+,=,49,B,17
f4,=,50,W,17
Be7,=,50,B,17
g5,=,51,W,17
Bb4,=,51,B,17
Bc6,=,52,W,17
Kf8,=,52,B,17
Bd8,=,53,W,17
Bf5,=,53,B,17
Bxd5,=,54,W,17
a4,=,54,B,17
Bb6,=,55,W,17
a3,=,55,B,17
Ba2,=,56,W,17
Ke7,=,56,B,17
d5,=,57,W,17
Kd6,=,57,B,17
Kd4,=,58,W,17
Bd7,=,58,B,17
Ba7,=,59,W,17
Kc7,=,59,B,17
Bc5,=,60,W,17
Bxc5+,=,60,B,17
Kxc5,=,61,W,17
Bf5,=,61,B,17
d6+,=,62,W,17
Kd7,=,62,B,17
Bxf7,=,63,W,17
Be6,=,63,B,17
Bxe6+,=,64,W,17
Kxe6,=,64,B,17
Kc6,=,65,W,17
a2,=,65,B,17
d7,=,66,W,17
a1=Q,=,66,B,17
d8=Q,=,67,W,17
Qc3+,=,67,B,17
Kb7,=,68,W,17
Qb4+,=,68,B,17
Kc8,=,69,W,17
Qc5+,=,69,B,17
Kb7,=,70,W,17
Qb5+,=,70,B,17
Kc8,=,71,W,17
Qc6+,=,71,B,17
Kb8,=,72,W,17
Qd6+,=,72,B,17
Kc8,=,73,W,17
Qc6+,=,73,B,17
Kb8,=,74,W,17
Qd6+,=,74,B,17
Kc8,=,75,W,17
Qc6+,=,75,B,17
e4,=,1,W,18
g6,=,1,B,18
Nc3,=,2,W,18
Bg7,=,2,B,18
d4,=,3,W,18
d6,=,3,B,18
Nf3,=,4,W,18
Nc6,=,4,B,18
Be3,=,5,W,18
Nf6,=,5,B,18
h3,=,6,W,18
e5,#e6912c,6,B,18
dxe5,#5c8bb0,7,W,18
Nxe5,=,7,B,18
Nxe5,=,8,W,18
dxe5,=,8,B,18
Qxd8+,=,9,W,18
Kxd8,=,9,B,18
O-O-O+,=,10,W,18
Bd7,=,10,B,18
Bc4,=,11,W,18
Ke8,=,11,B,18
Nb5,#e6912c,12,W,18
Bxb5,#5c8bb0,12,B,18
Bxb5+,=,13,W,18
c6,#5c8bb0,13,B,18
Bd3,=,14,W,18
h5,=,14,B,18
Kb1,=,15,W,18
Bh6,=,15,B,18
Bc5,=,16,W,18
Bf8,=,16,B,18
Be3,=,17,W,18
Bh6,=,17,B,18
Bc5,=,18,W,18
Bf8,=,18,B,18
Be3,=,19,W,18
Bh6,=,19,B,18
e4,=,1,W,19
c6,=,1,B,19
Nc3,=,2,W,19
d5,=,2,B,19
Nf3,=,3,W,19
a6,=,3,B,19
d4,=,4,W,19
Bg4,=,4,B,19
h3,=,5,W,19
Bh5,=,5,B,19
Be2,=,6,W,19
e6,=,6,B,19
O-O,=,7,W,19
Nf6,=,7,B,19
exd5,=,8,W,19
cxd5,=,8,B,19
Ne5,=,9,W,19
Bxe2,=,9,B,19
Nxe2,=,10,W,19
Bd6,=,10,B,19
Nd3,=,11,W,19
O-O,=,11,B,19
Bf4,=,12,W,19
Nc6,=,12,B,19
c3,=,13,W,19
Re8,=,13,B,19
Bxd6,=,14,W,19
Qxd6,=,14,B,19
Re1,=,15,W,19
e5,=,15,B,19
dxe5,=,16,W,19
Nxe5,=,16,B,19
Nxe5,=,17,W,19
Rxe5,=,17,B,19
Nd4,=,18,W,19
Rxe1+,=,18,B,19
Qxe1,=,19,W,19
Re8,=,19,B,19
Qd2,=,20,W,19
g6,=,20,B,19
Re1,=,21,W,19
Rxe1+,=,21,B,19
Qxe1,=,22,W,19
Kg7,=,22,B,19
f3,=,23,W,19
Nd7,=,23,B,19
Qd2,=,24,W,19
Nc5,=,24,B,19
Kf2,=,25,W,19
Ne6,=,25,B,19
Ne2,=,26,W,19
Qb6+,=,26,B,19
Nd4,=,27,W,19
Nxd4,=,27,B,19
Qxd4+,=,28,W,19
Qxd4+,=,28,B,19
cxd4,=,29,W,19
Kf6,=,29,B,19
g4,=,30,W,19
Ke6,=,30,B,19
Ke3,=,31,W,19
g5,=,31,B,19
Kd3,=,32,W,19
f5,=,32,B,19
Kc3,=,33,W,19
fxg4,=,33,B,19
fxg4,=,34,W,19
Kd6,=,34,B,19
Kb4,=,35,W,19
b6,#5c8bb0,35,B,19
a4,=,36,W,19
Kc6,=,36,B,19
a5,=,37,W,19
b5,=,37,B,19
Kc3,=,38,W,19
h6,=,38,B,19
b4,=,39,W,19
Kd6,=,39,B,19
Kd3,=,40,W,19
Ke6,=,40,B,19
Ke3,=,41,W,19
Kd6,=,41,B,19
Kf3,=,42,W,19
Ke6,=,42,B,19
Kg3,=,43,W,19
Kf6,=,43,B,19
Kg2,=,44,W,19
Kg6,=,44,B,19
Kg1,=,45,W,19
h5,=,45,B,19
Kf1,=,46,W,19
h4,=,46,B,19
Ke1,=,47,W,19
Kf6,=,47,B,19
Kd1,=,48,W,19
Kg6,=,48,B,19
Kc1,=,49,W,19
Kf6,=,49,B,19
Kb1,=,50,W,19
Kg6,=,50,B,19
Ka1,=,51,W,19
Kf6,=,51,B,19
Ka2,=,52,W,19
Kg6,=,52,B,19
Ka3,=,53,W,19
Kf6,=,53,B,19
Kb3,=,54,W,19
Kg6,=,54,B,19
Kc3,=,55,W,19
Kf6,=,55,B,19
Kd3,=,56,W,19
Ke6,=,56,B,19
Ke3,=,57,W,19
Kf6,=,57,B,19
Kf3,=,58,W,19
Ke6,=,58,B,19
Kf2,=,59,W,19
Kf6,=,59,B,19
Kg2,=,60,W,19
Ke6,=,60,B,19
Kh2,=,61,W,19
Kf6,=,61,B,19
Kh1,=,62,W,19
Ke6,=,62,B,19
Kg1,=,63,W,19
Kf6,=,63,B,19
Kf1,=,64,W,19
Ke6,=,64,B,19
Ke1,=,65,W,19
Kf6,=,65,B,19
Kd1,=,66,W,19
Ke6,=,66,B,19
Kc1,=,67,W,19
Kf6,=,67,B,19
Kb1,=,68,W,19
Ke6,=,68,B,19
Ka1,=,69,W,19
Kf6,=,69,B,19
Ka2,=,70,W,19
Ke6,=,70,B,19
Ka3,=,71,W,19
Kf6,=,71,B,19
Kb3,=,72,W,19
Ke6,=,72,B,19
Kc3,=,73,W,19
Kf6,=,73,B,19
Kd3,=,74,W,19
Ke6,=,74,B,19
Ke3,=,75,W,19
Kf6,=,75,B,19
Kf3,=,76,W,19
Ke6,=,76,B,19
Kf2,=,77,W,19
Kf6,=,77,B,19
Kg2,=,78,W,19
Ke6,=,78,B,19
Kh2,=,79,W,19
Kf6,=,79,B,19
Kh1,=,80,W,19
Ke6,=,80,B,19
Kg1,=,81,W,19
Kf6,=,81,B,19
Kf1,=,82,W,19
Ke6,=,82,B,19
Ke1,=,83,W,19
Kf6,=,83,B,19
e4,=,1,W,20
g6,=,1,B,20
d4,=,2,W,20
Bg7,=,2,B,20
Nc3,=,3,W,20
d6,=,3,B,20
f4,=,4,W,20
a6,=,4,B,20
Nf3,=,5,W,20
b5,=,5,B,20
Bd3,=,6,W,20
Nd7,=,6,B,20
e5,=,7,W,20
Bb7,=,7,B,20
Be4,=,8,W,20
Qc8,=,8,B,20
Qe2,=,9,W,20
Nb6,=,9,B,20
O-O,=,10,W,20
Nh6,=,10,B,20
a4,=,11,W,20
b4,=,11,B,20
Bxb7,#5c8bb0,12,W,20
Qxb7,=,12,B,20
Ne4,=,13,W,20
O-O,=,13,B,20
h3,#e6912c,14,W,20
Rad8,#ee6b55,14,B,20
g4,#ee6b55,15,W,20
f5,=,15,B,20
Neg5,=,16,W,20
fxg4,=,16,B,20
hxg4,=,17,W,20
Qc8,#5c8bb0,17,B,20
Nh2,=,18,W,20
c5,=,18,B,20
a5,=,19,W,20
Nd5,=,19,B,20
Qc4,=,20,W,20
e6,=,20,B,20
Re1,#e6912c,21,W,20
cxd4,#ee6b55,21,B,20
Qxc8,=,22,W,20
Rxc8,=,22,B,20
Nxe6,=,23,W,20
Rfe8,#e6912c,23,B,20
Nxg7,#ee6b55,24,W,20
Kxg7,=,24,B,20
Nf3,#e6912c,25,W,20
Nxg4,=,25,B,20
Nxd4,#e6912c,26,W,20
dxe5,=,26,B,20
fxe5,=,27,W,20
Nxe5,=,27,B,20
Bd2,=,28,W,20
Rc4,=,28,B,20
c3,=,29,W,20
bxc3,=,29,B,20
bxc3,=,30,W,20
Nxc3,=,30,B,20
Rac1,=,31,W,20
Nf3+,#ee6b55,31,B,20
Nxf3,=,32,W,20
Ne2+,#e6912c,32,B,20
Kf2,#5c8bb0,33,W,20
Nxc1,=,33,B,20
Rxe8,=,34,W,20
Nb3,=,34,B,20
Be3,#e6912c,35,W,20
Ra4,#ee6b55,35,B,20
Re7+,#5c8bb0,36,W,20
Kf6,=,36,B,20
Rxh7,#e6912c,37,W,20
Ra2+,=,37,B,20
Kg3,=,38,W,20
Rxa5,=,38,B,20
Bg5+,=,39,W,20
Rxg5+,=,39,B,20
Nxg5,=,40,W,20
Kxg5,=,40,B,20
Ra7,=,41,W,20
Nc5,=,41,B,20
Rc7,=,42,W,20
Ne4+,=,42,B,20
Kf3,=,43,W,20
Kf5,=,43,B,20
